Ime,Leto_rojstva,Leto_smrti,Nominacija,Oskar,Število,Prv_film
Nick Nolte,1941,,Glavna,True,0,"Prince of Tides, The"
Nick Nolte,1941,,Stranska,False,1,"Prince of Tides, The"
Nick Nolte,1941,,Stranska,True,0,"Prince of Tides, The"
Edward Norton,1969,,Glavna,False,1,American History X
Edward Norton,1969,,Glavna,True,0,American History X
Edward Norton,1969,,Stranska,False,2,American History X
Edward Norton,1969,,Stranska,True,0,American History X
Lupita Nyong'o,1983,,Glavna,False,0,12 Years a Slave
Lupita Nyong'o,1983,,Glavna,True,1,12 Years a Slave
Lupita Nyong'o,1983,,Stranska,False,0,12 Years a Slave
Lupita Nyong'o,1983,,Stranska,True,0,12 Years a Slave
Edmond O'Brien,1915,1985,Glavna,False,1,"Barefoot Contessa, The"
Edmond O'Brien,1915,1985,Glavna,True,1,"Barefoot Contessa, The"
Edmond O'Brien,1915,1985,Stranska,False,0,"Barefoot Contessa, The"
Edmond O'Brien,1915,1985,Stranska,True,0,"Barefoot Contessa, The"
Arthur O'Connell,1908,1981,Glavna,False,2,Picnic
Arthur O'Connell,1908,1981,Glavna,True,0,Picnic
Arthur O'Connell,1908,1981,Stranska,False,0,Picnic
Arthur O'Connell,1908,1981,Stranska,True,0,Picnic
Dan O'Herlihy,1919,2005,Glavna,False,1,Robinson Crusoe
Dan O'Herlihy,1919,2005,Glavna,True,0,Robinson Crusoe
Dan O'Herlihy,1919,2005,Stranska,False,0,Robinson Crusoe
Dan O'Herlihy,1919,2005,Stranska,True,0,Robinson Crusoe
Michael O'Keefe,1955,,Glavna,False,1,"Great Santini, The"
Michael O'Keefe,1955,,Glavna,True,0,"Great Santini, The"
Michael O'Keefe,1955,,Stranska,False,0,"Great Santini, The"
Michael O'Keefe,1955,,Stranska,True,0,"Great Santini, The"
Ryan O'Neal,1941,2023,Glavna,False,1,Love Story
Ryan O'Neal,1941,2023,Glavna,True,0,Love Story
Ryan O'Neal,1941,2023,Stranska,False,0,Love Story
Ryan O'Neal,1941,2023,Stranska,True,0,Love Story
Tatum O'Neal,1963,,Glavna,False,0,Paper Moon
Tatum O'Neal,1963,,Glavna,True,1,Paper Moon
Tatum O'Neal,1963,,Stranska,False,0,Paper Moon
Tatum O'Neal,1963,,Stranska,True,0,Paper Moon
